timestamp_ms,row,column,grip_force_N
20,1,9,2.9355023863949166
20,2,0,1.3784575096716725
20,2,1,1.7372604738540012
20,2,2,0.9707159637576871
20,2,3,2.7850115957036388
20,2,4,0.3226443850908873
20,2,5,0.35966016827150366
20,2,6,0.30554342316965327
20,2,7,0.6426007540324986
20,2,8,1.694633881470936
20,2,9,0.9839602950206993
20,3,0,0.5758489609950214
20,3,1,0.8591479236618043
20,3,2,0.5257312725803411
20,3,3,0.415878350747323
20,3,4,1.7372604738540012
20,3,5,1.0793478540074242
20,3,6,0.6459489519788185
20,3,7,0.9313757873291292
20,3,8,2.3991100173999707
20,3,9,1.5587186905000208
25,0,0,2.864958202609479
25,0,1,5.153414591140399
25,0,2,2.869798226602538
25,0,3,5.165834605994262
25,0,4,3.4031950477520576
25,0,5,3.9793437738689805
25,0,6,1.511389459371474
25,0,7,3.6651677172020474
25,0,8,4.477934195736379
25,0,9,3.048901596076396
25,1,0,9.113424397478047
25,1,1,3.4166594233780883
25,1,2,4.239575895138875
25,1,3,4.669442991060094
25,1,4,6.589673606840804
25,1,5,5.882162332425706
25,1,6,5.169926982376761
25,1,7,3.0282127988233203
25,1,8,4.9863930782400665
25,1,9,3.1582763062046757
25,2,0,1.4830680131902498
25,2,1,1.8691003685462038
25,2,2,1.0443831497461762
25,2,3,2.9963648389392805
25,2,4,0.3471297184036557
25,2,5,0.3869546122674016
25,2,6,0.3287309723833975
25,2,7,0.6913674283544143
25,2,8,1.823238863762005
25,2,9,1.0586325871894438
25,3,0,0.6195498725847352
25,3,1,0.9243482626353349
25,3,2,0.5656287759522017
25,3,3,0.4474391666367553
25,3,4,1.8691003685462038
25,3,5,1.1612590639556415
25,3,6,0.6949697194959084
25,3,7,1.002057465504845
25,3,8,2.581177368156725
25,3,9,1.6770091317453686
30,0,0,3.0679566999836942
30,0,1,5.518563170758423
30,0,2,3.0731396670594653
30,0,3,5.531863213931863
30,0,4,3.6443306707205876
30,0,5,4.261302793688214
30,0,6,1.6184799533689733
30,0,7,3.9248655859314487
30,0,8,4.795221167758221
30,0,9,3.264933523551507
30,1,0,9.759162075932315
30,1,1,3.658749073535454
30,1,2,4.5399738330331365
30,1,3,5.000299444706222
30,1,4,7.056589263466023
30,1,5,6.2989468124596675
30,1,6,5.5362455583339925
30,1,7,3.242778807964605
30,1,8,5.3397072387321645
30,1,9,3.3820580506881317
30,2,0,1.5881517724950693
30,2,1,2.001536704235458
30,2,2,1.1183836045829418
30,2,3,3.2086742399405206
30,2,4,0.371725822865387
30,2,5,0.41437253577175087
30,2,6,0.3520234215972859
30,2,7,0.7403547221172309
30,2,8,1.9524256523723407
30,2,9,1.1336426952863432
30,3,0,0.6634484862079759
30,3,1,0.989843566613777
30,3,2,0.6057067748163145
30,3,3,0.4791427630141483
30,3,4,2.001536704235458
30,3,5,1.243540838548538
30,3,6,0.7442122559663364
30,3,7,1.0730589061523286
30,3,8,2.764068387898268
30,3,9,1.795834716536474
35,0,0,3.269745431582757
35,0,1,5.881535654197503
35,0,2,3.2752692979783085
35,0,3,5.8957104811780905
35,0,4,3.884029250422244
35,0,5,4.541581483965185
35,0,6,1.724932243556306
35,0,7,4.183015790035088
35,0,8,5.1106172739627365
35,0,9,3.479678012766827
35,1,0,10.401051492684031
35,1,1,3.8993959949186308
35,1,2,4.838581554995301
35,1,3,5.329184165461287
35,1,4,7.52072234490682
35,1,5,6.7132474731251035
35,1,6,5.900381065540825
35,1,7,3.456066114959184
35,1,8,5.690915830046321
35,1,9,3.60450617202126
35,2,0,1.692609287087856
35,2,1,2.1331837880416895
35,2,2,1.1919430550833934
35,2,3,3.4197183870093575
35,2,4,0.39617534729936055
35,2,5,0.4416270626701628
35,2,6,0.37517705989265554
35,2,7,0.7890500770126265
35,2,8,2.080842554715122
35,2,9,1.208205782037075
35,3,0,0.707085486858584
35,3,1,1.0549485525444937
35,3,2,0.6455459295904978
35,3,3,0.5106574223977077
35,3,4,2.1331837880416895
35,3,5,1.3253322564338286
35,3,6,0.7931613324551675
35,3,7,1.1436372150328638
35,3,8,2.9458694720041887
35,3,9,1.913952162461765
40,0,0,3.4680535265469064
40,0,1,6.238247256202262
40,0,2,3.473912412118923
40,0,3,6.25328177791866
40,0,4,4.119593289749742
40,0,5,4.817025670998923
40,0,6,1.8295483472620628
40,0,7,4.436713183267709
40,0,8,5.42057313960939
40,0,9,3.6907183925882006
40,1,0,11.031869013588025
40,1,1,4.135892018062803
40,1,2,5.132038617808696
40,1,3,5.652395981695609
40,1,4,7.976849634379275
40,1,5,7.12040189700143
40,1,6,6.258235630415481
40,1,7,3.6656744473717606
40,1,8,6.0360664542989
40,1,9,3.823117304666546
40,2,0,1.7952650229133023
40,2,1,2.2625601025183135
40,2,2,1.2642336848909004
40,2,3,3.62712225157059
40,2,4,0.42020314396996145
40,2,5,0.4684114785567353
40,2,6,0.39793132305422185
40,2,7,0.8369054898812501
40,2,8,2.207044404853083
40,2,9,1.2814827364587114
40,3,0,0.7499697966037155
40,3,1,1.1189305481211396
40,3,2,0.6846979021790748
40,3,3,0.54162848810724
40,3,4,2.2625601025183135
40,3,5,1.4057128611222822
40,3,6,0.841266090495084
40,3,7,1.212998124678203
40,3,8,3.124534684703457
40,3,9,2.030032210628261
45,0,0,3.660505005784245
45,0,1,6.584424125479068
45,0,2,3.666689016440516
45,0,3,6.600292952641388
45,0,4,4.348200436784739
45,0,5,5.084335188805307
45,0,6,1.931074832672855
45,0,7,4.6829181534435405
45,0,8,5.721375105624807
45,0,9,3.8955261352210755
45,1,0,11.644056655493172
45,1,1,4.365403624717449
45,1,2,5.416829038700451
45,1,3,5.966062411462517
45,1,4,8.419506156269422
45,1,5,7.515531864677188
45,1,6,6.605521707539119
45,1,7,3.869092435127455
45,1,8,6.371023775174319
45,1,9,4.035272213738418
45,2,0,1.8948890358179507
45,2,1,2.3881155575480366
45,2,2,1.3343893618135632
45,2,3,3.8284008758323274
45,2,4,0.4435213298105702
45,2,5,0.49440487261768296
45,2,6,0.4200135865401918
45,2,7,0.883347593002382
45,2,8,2.3295191467234555
45,2,9,1.3525956089564293
45,3,0,0.7915876077576919
45,3,1,1.181022968985292
45,3,2,0.7226936029652354
45,3,3,0.5716848880259313
45,3,4,2.3881155575480366
45,3,5,1.4837195924011097
45,3,6,0.8879501748982439
45,3,7,1.2803106046095245
45,3,8,3.2979233932100067
45,3,9,2.1426840768247586
50,0,0,3.844666846924447
50,0,1,6.915689802723072
50,0,2,3.8511619782556763
50,0,3,6.932356998531885
50,0,4,4.5669605796665405
50,0,5,5.340130639942435
50,0,6,2.028228175176849
50,0,7,4.918518112379336
50,0,8,6.009220354201334
50,0,9,4.091512007153625
50,1,0,12.229874980731882
50,1,1,4.585029268604756
50,1,2,5.689352422040303
50,1,3,6.266218001009894
50,1,4,8.843095730052191
50,1,5,7.893642038863462
50,1,6,6.93784881470868
50,1,7,4.063748414362221
50,1,8,6.691553173858403
50,1,9,4.238288780908703
50,2,0,1.990221852749272
50,2,1,2.5082628479461224
50,2,2,1.4015231592762536
50,2,3,4.021009642328194
50,2,4,0.46583511016431833
50,2,5,0.5192786295080801
50,2,6,0.4411446805501477
50,2,7,0.9277892530566704
50,2,8,2.4467184223299725
50,2,9,1.4206453718361283
50,3,0,0.8314127769728865
50,3,1,1.2404408263720492
50,3,2,0.7590526802761569
50,3,3,0.6004466412169585
50,3,4,2.5082628479461224
50,3,5,1.55836626859486
50,3,6,0.9326233931540923
50,3,7,1.344723672698117
50,3,8,3.463843571729958
50,3,9,2.250483586440591
55,0,0,4.018102026198016
55,0,1,7.2276606310134754
55,0,2,4.024890156717911
55,0,3,7.245079693813157
55,0,4,4.772978853396398
55,0,5,5.581027069141126
55,0,6,2.1197227392509506
55,0,7,5.140395352864608
55,0,8,6.280299813338087
55,0,9,4.276082516566763
55,1,0,12.781571823196487
55,1,1,4.7918626315035855
55,1,2,5.946002450912483
55,1,3,6.548890774917936
55,1,4,9.24201297160768
55,1,5,8.249728866835781
55,1,6,7.250819249042794
55,1,7,4.247066491800166
55,1,8,6.99341306719484
55,1,9,4.42948047678167
55,2,0,2.0800019292991734
55,2,1,2.621412058012728
55,2,2,1.464746692045961
55,2,3,4.202399748661025
55,2,4,0.48684920554891625
55,2,5,0.5427035934353739
55,2,6,0.46104497615521445
55,2,7,0.9696423711131013
55,2,8,2.557091327214618
55,2,9,1.484731518844071
55,3,0,0.8689182955953854
55,3,1,1.2963978405076664
55,3,2,0.7932939924426686
55,3,3,0.6275331418189499
55,3,4,2.621412058012728
55,3,5,1.628665086133196
55,3,6,0.9746945821092019
55,3,7,1.40538494727237
55,3,8,3.620099589418241
55,3,9,2.35200422263792
60,0,0,4.178425915463346
60,0,1,7.516047201364063
60,0,2,4.185484895125123
60,0,3,7.534161291785538
60,0,4,4.9634226321179025
60,0,5,5.803712297138296
60,0,6,2.20430053033368
60,0,7,5.345499197903724
60,0,8,6.530886305483338
60,0,9,4.4466999313077595
60,1,0,13.291561687131821
60,1,1,4.983059880577618
60,1,2,6.183250343647921
60,1,3,6.810194154613885
60,1,4,9.610773011693269
60,1,5,8.578896371466586
60,1,6,7.540129857580631
60,1,7,4.416526155465836
60,1,8,7.27245306539831
60,1,9,4.606218531921211
60,2,0,2.1629948440659925
60,2,1,2.7260074549855875
60,2,2,1.5231906750325104
60,2,3,4.370077191284473
60,2,4,0.5062746849445188
60,2,5,0.5643576854047999
60,2,6,0.47944085640452366
60,2,7,1.0083314922752147
60,2,8,2.659120301121387
60,2,9,1.5439729044693975
60,3,0,0.9035884855744757
60,3,1,1.3481246365099147
60,3,2,0.8249467422658414
60,3,3,0.6525719669367142
60,3,4,2.7260074549855875
60,3,5,1.6936494790672394
60,3,6,1.0135852885250005
60,3,7,1.4614603727325977
60,3,8,3.7645430211477557
60,3,9,2.445850138466641
65,0,0,4.323364168502904
65,0,1,7.776758477133508
65,0,2,4.330668005008172
65,0,3,7.795500896182608
65,0,4,5.135590290453997
65,0,5,6.005027323061915
65,0,6,2.2807617323519787
65,0,7,5.530920055193858
65,0,8,6.757425023906867
65,0,9,4.600943881750854
65,1,0,13.752609883288912
65,1,1,5.155908701759204
65,1,2,6.397730514182474
65,1,3,7.04642130416728
65,1,4,9.944144639874953
65,1,5,8.87647499993675
65,1,6,7.801676495323989
65,1,7,4.569723459529023
65,1,8,7.524714721805858
65,1,9,4.765995749620443
65,2,0,2.238023263948299
65,2,1,2.8205652540927213
65,2,2,1.5760260249829179
65,2,3,4.521663306861815
65,2,4,0.5238359795273555
65,2,5,0.5839337216124324
65,2,6,0.4960713583133641
65,2,7,1.0433077747155206
65,2,8,2.751357966420239
65,2,9,1.5975291335474455
65,3,0,0.9349315174279679
65,3,1,1.3948874207852628
65,3,2,0.853561905510019
65,3,3,0.6752079171208177
65,3,4,2.8205652540927213
65,3,5,1.7523975822342532
65,3,6,1.0487438108962461
65,3,7,1.512154466057671
65,3,8,3.895124800032044
65,3,9,2.530690040726007
70,0,0,4.450810065389408
70,0,1,8.006004943625642
70,0,2,4.458329207373891
70,0,3,8.025299859367697
70,0,4,5.28697932110213
70,0,5,6.182045974090935
70,0,6,2.3479949593564635
70,0,7,5.6939627783068225
70,0,8,6.956623162034872
70,0,9,4.736572386933487
70,1,0,14.158014941200763
70,1,1,5.307896686844478
70,1,2,6.586325430465107
70,1,3,7.2541385928223185
70,1,4,10.237282201968602
70,1,5,9.138139359788557
70,1,6,8.031657505345919
70,1,7,4.7044316363386205
70,1,8,7.746531339411705
70,1,9,4.906489721257806
70,2,0,2.3039966289043945
70,2,1,2.903711030049696
70,2,2,1.6224847646222325
70,2,3,4.654954746838141
70,2,4,0.5392778307409676
70,2,5,0.6011471586426377
70,2,6,0.5106947526692102
70,2,7,1.0740628279321747
70,2,8,2.8324636216506835
70,2,9,1.6446217506141627
70,3,0,0.9624918110146463
70,3,1,1.4360064825781163
70,3,2,0.878723552402593
70,3,3,0.6951119722104283
70,3,4,2.903711030049696
70,3,5,1.8040554747607855
70,3,6,1.079659109810361
70,3,7,1.5567303737643738
70,3,8,4.009946881697408
70,3,9,2.6052907566064256
75,0,0,4.558879210662487
75,0,1,32.8015879911629
75,0,2,18.266323693152636
75,0,3,32.88064163663922
75,0,4,21.66140523641166
75,0,5,25.328603518539126
75,0,6,2.4050061111771934
75,0,7,23.328866570304093
75,0,8,7.125535406786488
75,0,9,19.406320258422276
75,1,0,50.0
75,1,1,21.747106259302893
75,1,2,26.98498622809956
75,1,3,29.72109897858666
75,1,4,41.9434056439849
75,1,5,37.440082087916984
75,1,6,32.90668969499537
75,1,7,4.818658911478537
75,1,8,31.73849268708314
75,1,9,5.025623124543368
75,2,0,2.359939466891117
75,2,1,2.974215402181339
75,2,2,1.6618799621604978
75,2,3,4.7679806844506105
75,2,4,0.55237191774461
75,2,5,0.6157434812588367
75,2,6,0.523094820208731
75,2,7,1.1001419124311576
75,2,8,2.9012380510493223
75,2,9,1.6845544514652908
75,3,0,0.9858618640657845
75,3,1,1.4708738417551783
75,3,2,0.9000596466965118
75,3,3,0.7119898339035204
75,3,4,2.974215402181339
75,3,5,1.8478593509806882
75,3,6,1.105874076405052
75,3,7,1.5945290033265715
75,3,8,4.107311524476782
75,3,9,2.6685492513788094
80,0,0,4.645959508680353
80,0,1,33.42813937051271
80,0,2,18.61523333462116
80,0,3,33.50870303954731
80,0,4,22.075165184045463
80,0,5,25.8124115425842
80,0,6,2.4509447375848166
80,0,7,23.7744771161176
80,0,8,7.261642050127378
80,0,9,19.777005260907355
80,1,0,50.0
80,1,1,22.162503203722295
80,1,2,27.50043323473554
80,1,3,30.288809162796113
80,1,4,42.74457718080036
80,1,5,38.15523450924106
80,1,6,33.53524864841526
80,1,7,4.910701326876735
80,1,8,32.34473761574127
80,1,9,5.12161881541124
80,2,0,2.405017263995362
80,2,1,3.0310266383697284
80,2,2,1.6936239491554568
80,2,3,4.8590550822925875
80,2,4,0.5629229126254135
80,2,5,0.627504952307504
80,2,6,0.5330865858885152
80,2,7,1.1211559997033955
80,2,8,2.9566553285054273
80,2,9,1.7167315495813882
80,3,0,1.0046930594013643
80,3,1,1.498969372820612
80,3,2,0.9172519123053212
80,3,3,0.7255897307327678
80,3,4,3.0310266383697284
80,3,5,1.8831557770413205
80,3,6,1.1269976551825631
80,3,7,1.6249865027231465
80,3,8,4.185766314585531
80,3,9,2.719521881568688
85,0,0,4.710754470378671
85,0,1,33.89434554517082
85,0,2,18.87485103655516
85,0,3,33.97603279693138
85,0,4,22.383036890613678
85,0,5,26.172404825805476
85,0,6,2.4851268844803687
85,0,7,24.10604830851783
85,0,8,7.3629166776022394
85,0,9,20.05282563686924
85,1,0,50.0
85,1,1,22.47159297162514
85,1,2,27.883968544245366
85,1,3,30.711232609647997
85,1,4,43.340715230661985
85,1,5,38.68736720518847
85,1,6,34.002948624632836
85,1,7,4.979188515323461
85,1,8,32.795834107443014
85,1,9,5.193047568580079
85,2,0,2.4385588825164057
85,2,1,3.073298908408417
85,2,2,1.7172441074267133
85,2,3,4.926821985417533
85,2,4,0.5707737276173481
85,2,5,0.6362564619309311
85,2,6,0.5405212879882637
85,2,7,1.1367922229470315
85,2,8,2.9978903776718484
85,2,9,1.7406739784367384
85,3,0,1.0187050300569087
85,3,1,1.5198747773807237
85,3,2,0.930044383357746
85,3,3,0.7357091815639
85,3,4,3.073298908408417
85,3,5,1.9094192445160973
85,3,6,1.142715349184246
85,3,7,1.6476494075563692
85,3,8,4.244143183244188
85,3,9,2.7574497446559043
90,0,0,4.752318136064418
90,0,1,34.19340024134213
90,0,2,19.041386567813408
90,0,3,34.27580823149911
90,0,4,22.580525651321352
90,0,5,26.40332772599314
90,0,6,2.5070535171806516
90,0,7,24.318739447315224
90,0,8,7.4278807527167885
90,0,9,20.22975460781568
90,1,0,50.0
90,1,1,22.66986307539978
90,1,2,28.129992817820327
90,1,3,30.982202241585114
90,1,4,43.723116608138916
90,1,5,39.02871142231744
90,1,6,34.30296154142794
90,1,7,5.02312061327901
90,1,8,33.0851964788632
90,1,9,5.238866575787496
90,2,0,2.4600746390231922
90,2,1,3.100415067653114
90,2,2,1.7323955997048004
90,2,3,4.970292045931774
90,2,4,0.5758097464856777
90,2,5,0.6418702444025887
90,2,6,0.5452903852212528
90,2,7,1.1468223045838124
90,2,8,3.024341196580705
90,2,9,1.7560321958438563
90,3,0,1.027693211370097
90,3,1,1.5332848516116089
90,3,2,0.9382502990058357
90,3,3,0.7422004497156869
90,3,4,3.100415067653114
90,3,5,1.926266325728254
90,3,6,1.152797691417559
90,3,7,1.6621868557663346
90,3,8,4.281589870287639
90,3,9,2.7817791212032907
95,0,0,4.770080218839546
95,0,1,34.32120018824399
95,0,2,19.112554927061932
95,0,3,34.40391618335784
95,0,4,22.66492176164927
95,0,5,26.502011795363188
95,0,6,2.5164237846625155
95,0,7,24.40963223914495
95,0,8,7.455642916148631
95,0,9,20.305364566066938
95,1,0,50.0
95,1,1,22.75459308987215
95,1,2,28.235130404696537
95,1,3,31.09800013747819
95,1,4,43.886534458995065
95,1,5,39.174583643629596
95,1,6,34.431170980460884
95,1,7,5.041894837051074
95,1,8,33.20885444570454
95,1,9,5.25844716342973
95,2,0,2.4692693200441704
95,2,1,3.112003060605648
95,2,2,1.7388705353383618
95,2,3,4.988868819668035
95,2,4,0.5779618710040658
95,2,5,0.6442692741151516
95,2,6,0.5473284417405082
95,2,7,1.151108623832475
95,2,8,3.0356448587379656
95,2,9,1.762595474716469
95,3,0,1.0315342782694839
95,3,1,1.5390155985171032
95,3,2,0.9417570674917796
95,3,3,0.7449744697720345
95,3,4,3.112003060605648
95,3,5,1.9334658651835106
95,3,6,1.1571063440438523
95,3,7,1.6683993818798117
95,3,8,4.297592577073632
95,3,9,2.7921761926110253
100,0,0,21.586462462076057
100,0,1,30.907554102655688
100,0,2,5.099619020617816
100,0,3,2.8769591584497802
100,0,4,1.8851223832049067
100,0,5,45.23137304705436
100,0,6,18.975905531295197
100,0,7,15.499719626074878
100,0,8,44.62575783264148
100,0,9,41.06412485866605
100,1,0,40.48122974462816
100,1,1,41.108456141600975
100,1,2,11.881904963088196
100,1,3,26.510928685530263
100,1,4,4.763860467084243
100,1,5,34.276448457597645
100,1,6,30.609532175232115
100,1,7,34.35905659855974
100,1,8,22.635368760348772
100,1,9,26.46745557684672
100,2,0,3.9886124487241403
100,2,1,1.1443694991694682
100,2,2,5.640850116499495
100,2,3,0.7181794037154771
100,2,4,3.6798585630532883
100,2,5,1.0184841687514579
100,2,6,1.6930031940261792
100,2,7,2.0894438869355834
100,2,8,1.2021996594626905
100,2,9,5.356090745518718
100,3,0,1.951197141030329
100,3,1,1.557179791893545
100,3,2,3.7132816726388693
100,3,3,2.3032723219091773
100,3,4,1.1443694991694682
100,3,5,1.9124906191251723
100,3,6,1.6067596664455346
100,3,7,1.3496949840711232
100,3,8,1.7959599430932838
100,3,9,1.1120850991132039
105,0,0,27.289054609668227
105,0,1,39.07254063700485
105,0,2,6.446808141289049
105,0,3,3.6369783016855943
105,0,4,2.3831235781019733
105,0,5,50.0
105,0,6,23.988855201317588
105,0,7,19.594349748301685
105,0,8,50.0
105,0,9,50.0
105,1,0,50.0
105,1,1,50.0
105,1,2,15.020800836369078
105,1,3,33.51443905750907
105,1,4,6.022350751888725
105,1,5,43.331410851970695
105,1,6,38.69578892668509
105,1,7,43.43584195428207
105,1,8,28.615055166928425
105,1,9,33.459481463646654
105,2,0,5.042302003918408
105,2,1,1.4466826980723781
105,2,2,7.131018671750615
105,2,3,0.9079040626486123
105,2,4,4.651983226035206
105,2,5,1.2875416779831224
105,2,6,2.140251405124389
105,2,7,2.641421605536142
105,2,8,1.5197901099561055
105,2,9,6.771033146611361
105,3,0,2.4666535996507255
105,3,1,1.9685469285534778
105,3,2,4.694235867676152
105,3,3,2.911738052677296
105,3,4,1.4466826980723781
105,3,5,2.4177218030733183
105,3,6,2.0312245398835747
105,3,7,1.7062499328650957
105,3,8,2.2704066981772506
105,3,9,1.40586958394015
110,0,0,26.982604677569537
110,0,1,38.633764812909746
110,0,2,6.374411939023713
110,0,3,3.5961358551612252
110,0,4,2.356361637494716
110,0,5,50.0
110,0,6,23.719465764683726
110,0,7,19.37430961734905
110,0,8,50.0
110,0,9,50.0
110,1,0,50.0
110,1,1,50.0
110,1,2,14.852120628783487
110,1,3,33.138079461311825
110,1,4,5.954721110430316
110,1,5,42.84480887534443
110,1,6,38.26124393937407
110,1,7,42.948067239916426
110,1,8,28.29371454746267
110,1,9,33.083739028840604
110,2,0,4.985678088988997
110,2,1,1.430436777466702
110,2,2,7.05093893945464
110,2,3,0.8977085046737964
110,2,4,4.599742503000496
110,2,5,1.273082875161409
110,2,6,2.116216864274368
110,2,7,2.611759036303209
110,2,8,1.5027232095939616
110,2,9,6.694995970619126
110,3,0,2.4389536357298
110,3,1,1.9464405902718076
110,3,2,4.6415206569998935
110,3,3,2.879039890674425
110,3,4,1.430436777466702
110,3,5,2.3905713321983453
110,3,6,2.0084143461546944
110,3,7,1.6870891307211966
110,3,8,2.2449105427242753
110,3,9,1.3900819854065811
115,0,0,26.54812923232269
115,0,1,38.01168172014574
115,0,2,6.271770793052493
115,0,3,3.538230669746039
115,0,4,2.3184193675082985
115,0,5,50.0
115,0,6,23.337533569023787
115,0,7,19.062343374729572
115,0,8,50.0
115,0,9,50.0
115,1,0,49.78587485706889
115,1,1,50.0
115,1,2,14.612970932148942
115,1,3,32.604488208702044
115,1,4,5.85883785020801
115,1,5,42.15491931000879
115,1,6,37.645159199042205
115,1,7,42.25651500248302
115,1,8,27.838127536031006
115,1,9,32.55102276898541
115,2,0,4.905398414974736
115,2,1,1.407403802584779
115,2,2,6.937404316991949
115,2,3,0.8832535509385753
115,2,4,4.525677185886271
115,2,5,1.2525836218227682
115,2,6,2.0821414191744063
115,2,7,2.5697043427799175
115,2,8,1.4785262744435952
115,2,9,6.587192762218025
115,3,0,2.399681464659488
115,3,1,1.915098892455366
115,3,2,4.566782625658209
115,3,3,2.8326814255324715
115,3,4,1.407403802584779
115,3,5,2.3520782157493376
115,3,6,1.9760747433730885
115,3,7,1.6599235249540654
115,3,8,2.2087628646463218
115,3,9,1.3676988056966841
120,0,0,25.99311362545508
120,0,1,37.217008904846985
120,0,2,6.14065305430793
120,0,3,3.464260363769987
120,0,4,2.2699504557830767
120,0,5,50.0
120,0,6,22.849638725539496
120,0,7,18.66382572462099
120,0,8,50.0
120,0,9,49.44693764698149
120,1,0,48.74505057504797
120,1,1,49.50031869894932
